Info;Testing script B;;;;;;;;
Duration;2;insert ;1;;;;poèet;suma èasov;priemer
Duration;6;tryFind ;98;;;;;;
Duration;9;insert ;99;;;;;;
Duration;30;remove ;98;;;;;;
Duration;10;insert ;99;;;;;;
Duration;8;insert ;100;;;;;;
Duration;45;remove ;99;;;;;;
Duration;8;insert ;100;;;;;;
Duration;9;insert ;101;;;;;;
Duration;9;insert ;102;;;;;;
Duration;7;tryFind ;102;;;;;;
Duration;7;tryFind ;102;;;;;;
Duration;9;insert ;103;;;;;;
Duration;71;remove ;102;;;;;;
Duration;8;insert ;103;;;;;;
Duration;7;tryFind ;103;;;;;;
Duration;7;tryFind ;103;;;;;;
Duration;7;tryFind ;103;;;;;;
Duration;10;insert ;104;;;;;;
Duration;9;insert ;105;;;;;;
Duration;7;tryFind ;105;;;;;;
Duration;7;tryFind ;105;;;;;;
Duration;9;insert ;106;;;;;;
Duration;7;tryFind ;106;;;;;;
Duration;13;remove ;105;;;;;;
Duration;9;insert ;106;;;;;;
Duration;10;insert ;107;;;;;;
Duration;45;remove ;106;;;;;;
Duration;8;insert ;107;;;;;;
Duration;7;tryFind ;107;;;;;;
Duration;77;remove ;106;;;;;;
Duration;74;remove ;105;;;;;;
Duration;34;remove ;104;;;;;;
Duration;9;insert ;105;;;;;;
Duration;24;remove ;104;;;;;;
Duration;8;insert ;105;;;;;;
Duration;9;insert ;106;;;;;;
Duration;8;tryFind ;106;;;;;;
Duration;9;insert ;107;;;;;;
Duration;37;remove ;106;;;;;;
Duration;9;insert ;107;;;;;;
Duration;16;remove ;106;;;;;;
Duration;37;remove ;105;;;;;;
Duration;70;remove ;104;;;;;;
Duration;9;insert ;105;;;;;;
Duration;9;insert ;106;;;;;;
Duration;9;insert ;107;;;;;;
Duration;64;remove ;106;;;;;;
Duration;79;remove ;105;;;;;;
Duration;53;remove ;104;;;;;;
Duration;69;remove ;103;;;;;;
Duration;15;remove ;102;;;;;;
Duration;9;insert ;103;;;;;;
Duration;46;remove ;102;;;;;;
Duration;52;remove ;101;;;;;;
Duration;57;remove ;100;;;;;;
Duration;8;insert ;101;;;;;;
Duration;8;insert ;102;;;;;;
Duration;9;insert ;103;;;;;;
Duration;24;remove ;102;;;;;;
Duration;9;insert ;103;;;;;;
Duration;9;insert ;104;;;;;;
Duration;19;remove ;103;;;;;;
Duration;7;tryFind ;103;;;;;;
Duration;54;remove ;102;;;;;;
Duration;7;tryFind ;102;;;;;;
Duration;6;tryFind ;102;;;;;;
Duration;9;insert ;103;;;;;;
Duration;58;remove ;102;;;;;;
Duration;7;tryFind ;102;;;;;;
Duration;18;remove ;101;;;;;;
Duration;9;insert ;102;;;;;;
Duration;45;remove ;101;;;;;;
Duration;7;tryFind ;101;;;;;;
Duration;58;remove ;100;;;;;;
Duration;56;remove ;99;;;;;;
Duration;35;remove ;98;;;;;;
Duration;29;remove ;97;;;;;;
Duration;9;insert ;98;;;;;;
Duration;9;insert ;99;;;;;;
Duration;9;insert ;100;;;;;;
Duration;29;remove ;99;;;;;;
Duration;54;remove ;98;;;;;;
Duration;35;remove ;97;;;;;;
Duration;13;remove ;96;;;;;;
Duration;7;tryFind ;96;;;;;;
Duration;6;tryFind ;96;;;;;;
Duration;65;remove ;95;;;;;;
Duration;22;remove ;94;;;;;;
Duration;6;tryFind ;94;;;;;;
Duration;8;insert ;95;;;;;;
Duration;57;remove ;94;;;;;;
Duration;8;insert ;95;;;;;;
Duration;66;remove ;94;;;;;;
Duration;9;insert ;95;;;;;;
Duration;24;remove ;94;;;;;;
Duration;30;remove ;93;;;;;;
Duration;66;remove ;92;;;;;;
Duration;53;remove ;91;;;;;;
Duration;19;remove ;90;;;;;;
Duration;63;remove ;89;;;;;;
Duration;9;insert ;90;;;;;;
Duration;9;insert ;91;;;;;;
Duration;9;insert ;92;;;;;;
Duration;8;insert ;93;;;;;;
Duration;6;tryFind ;93;;;;;;
Duration;9;insert ;94;;;;;;
Duration;9;insert ;95;;;;;;
Duration;7;tryFind ;95;;;;;;
Duration;9;insert ;96;;;;;;
Duration;11;insert ;97;;;;;;
Duration;15;remove ;96;;;;;;
Duration;13;remove ;95;;;;;;
Duration;35;remove ;94;;;;;;
Duration;8;insert ;95;;;;;;
Duration;18;remove ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;8;insert ;95;;;;;;
Duration;36;remove ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;6;tryFind ;94;;;;;;
Duration;16;remove ;93;;;;;;
Duration;21;remove ;92;;;;;;
Duration;68;remove ;91;;;;;;
Duration;9;insert ;92;;;;;;
Duration;9;insert ;93;;;;;;
Duration;26;remove ;92;;;;;;
Duration;6;tryFind ;92;;;;;;
Duration;7;insert ;93;;;;;;
Duration;53;remove ;92;;;;;;
Duration;35;remove ;91;;;;;;
Duration;7;tryFind ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;54;remove ;91;;;;;;
Duration;6;tryFind ;91;;;;;;
Duration;6;tryFind ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;11;insert ;93;;;;;;
Duration;8;insert ;94;;;;;;
Duration;6;tryFind ;94;;;;;;
Duration;6;tryFind ;94;;;;;;
Duration;66;remove ;93;;;;;;
Duration;45;remove ;92;;;;;;
Duration;8;insert ;93;;;;;;
Duration;7;insert ;94;;;;;;
Duration;7;insert ;95;;;;;;
Duration;13;remove ;94;;;;;;
Duration;56;remove ;93;;;;;;
Duration;40;remove ;92;;;;;;
Duration;54;remove ;91;;;;;;
Duration;10;insert ;92;;;;;;
Duration;8;insert ;93;;;;;;
Duration;8;insert ;94;;;;;;
Duration;8;insert ;95;;;;;;
Duration;12;remove ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;14;remove ;93;;;;;;
Duration;7;tryFind ;93;;;;;;
Duration;8;insert ;94;;;;;;
Duration;14;remove ;93;;;;;;
Duration;59;remove ;92;;;;;;
Duration;6;tryFind ;92;;;;;;
Duration;53;remove ;91;;;;;;
Duration;35;remove ;90;;;;;;
Duration;34;remove ;89;;;;;;
Duration;6;tryFind ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;50;remove ;89;;;;;;
Duration;40;remove ;88;;;;;;
Duration;9;insert ;89;;;;;;
Duration;28;remove ;88;;;;;;
Duration;31;remove ;87;;;;;;
Duration;10;remove ;86;;;;;;
Duration;26;remove ;85;;;;;;
Duration;6;tryFind ;85;;;;;;
Duration;8;insert ;86;;;;;;
Duration;6;tryFind ;86;;;;;;
Duration;10;insert ;87;;;;;;
Duration;6;tryFind ;87;;;;;;
Duration;22;insert ;88;;;;;;
Duration;32;remove ;87;;;;;;
Duration;29;remove ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;11;remove ;86;;;;;;
Duration;38;remove ;85;;;;;;
Duration;10;insert ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;6;tryFind ;87;;;;;;
Duration;34;remove ;86;;;;;;
Duration;32;remove ;85;;;;;;
Duration;8;insert ;86;;;;;;
Duration;6;tryFind ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;47;remove ;86;;;;;;
Duration;14;remove ;85;;;;;;
Duration;45;remove ;84;;;;;;
Duration;7;tryFind ;84;;;;;;
Duration;8;insert ;85;;;;;;
Duration;44;remove ;84;;;;;;
Duration;6;tryFind ;84;;;;;;
Duration;6;tryFind ;84;;;;;;
Duration;44;remove ;83;;;;;;
Duration;44;remove ;82;;;;;;
Duration;71;remove ;81;;;;;;
Duration;57;remove ;80;;;;;;
Duration;15;remove ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;9;insert ;81;;;;;;
Duration;7;tryFind ;81;;;;;;
Duration;17;remove ;80;;;;;;
Duration;6;tryFind ;80;;;;;;
Duration;8;insert ;81;;;;;;
Duration;8;insert ;82;;;;;;
Duration;8;insert ;83;;;;;;
Duration;50;remove ;82;;;;;;
Duration;49;remove ;81;;;;;;
Duration;39;remove ;80;;;;;;
Duration;46;remove ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;53;remove ;79;;;;;;
Duration;6;tryFind ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;7;tryFind ;80;;;;;;
Duration;6;tryFind ;80;;;;;;
Duration;6;tryFind ;80;;;;;;
Duration;6;tryFind ;80;;;;;;
Duration;8;insert ;81;;;;;;
Duration;6;tryFind ;81;;;;;;
Duration;6;tryFind ;81;;;;;;
Duration;6;tryFind ;81;;;;;;
Duration;37;remove ;80;;;;;;
Duration;17;remove ;79;;;;;;
Duration;19;remove ;78;;;;;;
Duration;27;remove ;77;;;;;;
Duration;19;remove ;76;;;;;;
Duration;8;insert ;77;;;;;;
Duration;8;insert ;78;;;;;;
Duration;8;insert ;79;;;;;;
Duration;9;insert ;80;;;;;;
Duration;8;insert ;81;;;;;;
Duration;37;remove ;80;;;;;;
Duration;7;tryFind ;80;;;;;;
Duration;8;insert ;81;;;;;;
Duration;10;insert ;82;;;;;;
Duration;12;remove ;81;;;;;;
Duration;46;remove ;80;;;;;;
Duration;32;remove ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;33;remove ;79;;;;;;
Duration;57;remove ;78;;;;;;
Duration;9;insert ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;18;remove ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;8;insert ;81;;;;;;
Duration;52;remove ;80;;;;;;
Duration;6;tryFind ;80;;;;;;
Duration;5;tryFind ;80;;;;;;
Duration;42;remove ;79;;;;;;
Duration;19;remove ;78;;;;;;
Duration;45;remove ;77;;;;;;
Duration;27;remove ;76;;;;;;
Duration;7;tryFind ;76;;;;;;
Duration;6;tryFind ;76;;;;;;
Duration;41;remove ;75;;;;;;
Duration;8;insert ;76;;;;;;
Duration;30;remove ;75;;;;;;
Duration;37;remove ;74;;;;;;
Duration;18;remove ;73;;;;;;
Duration;30;remove ;72;;;;;;
Duration;6;tryFind ;72;;;;;;
Duration;33;remove ;71;;;;;;
Duration;8;insert ;72;;;;;;
Duration;9;insert ;73;;;;;;
Duration;8;insert ;74;;;;;;
Duration;10;remove ;73;;;;;;
Duration;6;tryFind ;73;;;;;;
Duration;8;insert ;74;;;;;;
Duration;28;remove ;73;;;;;;
Duration;8;insert ;74;;;;;;
Duration;40;remove ;73;;;;;;
Duration;7;tryFind ;73;;;;;;
Duration;8;insert ;74;;;;;;
Duration;7;tryFind ;74;;;;;;
Duration;6;tryFind ;74;;;;;;
Duration;10;remove ;73;;;;;;
Duration;8;insert ;74;;;;;;
Duration;8;insert ;75;;;;;;
Duration;51;remove ;74;;;;;;
Duration;34;remove ;73;;;;;;
Duration;38;remove ;72;;;;;;
Duration;9;insert ;73;;;;;;
Duration;8;insert ;74;;;;;;
Duration;22;remove ;73;;;;;;
Duration;8;insert ;74;;;;;;
Duration;6;tryFind ;74;;;;;;
Duration;10;insert ;75;;;;;;
Duration;8;insert ;76;;;;;;
Duration;29;remove ;75;;;;;;
Duration;8;insert ;76;;;;;;
Duration;8;insert ;77;;;;;;
Duration;57;remove ;76;;;;;;
Duration;8;insert ;77;;;;;;
Duration;8;insert ;78;;;;;;
Duration;8;insert ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;8;insert ;81;;;;;;
Duration;26;remove ;80;;;;;;
Duration;8;insert ;81;;;;;;
Duration;8;insert ;82;;;;;;
Duration;6;insert ;83;;;;;;
Duration;47;remove ;82;;;;;;
Duration;6;tryFind ;82;;;;;;
Duration;10;insert ;83;;;;;;
Duration;7;tryFind ;83;;;;;;
Duration;8;insert ;84;;;;;;
Duration;31;remove ;83;;;;;;
Duration;9;insert ;84;;;;;;
Duration;6;tryFind ;84;;;;;;
Duration;34;remove ;83;;;;;;
Duration;7;tryFind ;83;;;;;;
Duration;17;remove ;82;;;;;;
Duration;8;insert ;83;;;;;;
Duration;9;insert ;84;;;;;;
Duration;8;insert ;85;;;;;;
Duration;7;tryFind ;85;;;;;;
Duration;17;remove ;84;;;;;;
Duration;11;insert ;85;;;;;;
Duration;6;tryFind ;85;;;;;;
Duration;8;insert ;86;;;;;;
Duration;49;remove ;85;;;;;;
Duration;8;insert ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;10;insert ;88;;;;;;
Duration;25;remove ;87;;;;;;
Duration;32;remove ;86;;;;;;
Duration;7;tryFind ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;8;insert ;88;;;;;;
Duration;59;remove ;87;;;;;;
Duration;9;insert ;88;;;;;;
Duration;54;remove ;87;;;;;;
Duration;62;remove ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;7;tryFind ;87;;;;;;
Duration;8;insert ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;33;remove ;88;;;;;;
Duration;34;remove ;87;;;;;;
Duration;14;remove ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;8;insert ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;6;tryFind ;89;;;;;;
Duration;7;tryFind ;89;;;;;;
Duration;55;remove ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;6;tryFind ;89;;;;;;
Duration;7;tryFind ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;8;insert ;91;;;;;;
Duration;30;remove ;90;;;;;;
Duration;7;tryFind ;90;;;;;;
Duration;7;tryFind ;90;;;;;;
Duration;6;tryFind ;90;;;;;;
Duration;9;insert ;91;;;;;;
Duration;7;tryFind ;91;;;;;;
Duration;26;remove ;90;;;;;;
Duration;8;insert ;91;;;;;;
Duration;16;remove ;90;;;;;;
Duration;7;tryFind ;90;;;;;;
Duration;8;insert ;91;;;;;;
Duration;49;remove ;90;;;;;;
Duration;44;remove ;89;;;;;;
Duration;35;remove ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;28;remove ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;8;insert ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;7;tryFind ;92;;;;;;
Duration;45;remove ;91;;;;;;
Duration;50;remove ;90;;;;;;
Duration;41;remove ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;8;insert ;91;;;;;;
Duration;40;remove ;90;;;;;;
Duration;8;insert ;91;;;;;;
Duration;7;tryFind ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;6;tryFind ;92;;;;;;
Duration;15;remove ;91;;;;;;
Duration;9;insert ;92;;;;;;
Duration;18;remove ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;7;tryFind ;92;;;;;;
Duration;8;insert ;93;;;;;;
Duration;8;tryFind ;93;;;;;;
Duration;55;remove ;92;;;;;;
Duration;8;insert ;93;;;;;;
Duration;10;insert ;94;;;;;;
Duration;8;insert ;95;;;;;;
Duration;34;remove ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;45;remove ;93;;;;;;
Duration;52;remove ;92;;;;;;
Duration;10;remove ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;8;insert ;93;;;;;;
Duration;18;remove ;92;;;;;;
Duration;7;tryFind ;92;;;;;;
Duration;10;remove ;91;;;;;;
Duration;10;insert ;92;;;;;;
Duration;63;remove ;91;;;;;;
Duration;10;insert ;92;;;;;;
Duration;8;insert ;93;;;;;;
Duration;14;remove ;92;;;;;;
Duration;51;remove ;91;;;;;;
Duration;45;remove ;90;;;;;;
Duration;8;insert ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;36;remove ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;41;remove ;91;;;;;;
Duration;63;remove ;90;;;;;;
Duration;10;insert ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;21;remove ;91;;;;;;
Duration;7;tryFind ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;26;remove ;91;;;;;;
Duration;9;insert ;92;;;;;;
Duration;6;tryFind ;92;;;;;;
Duration;51;remove ;91;;;;;;
Duration;47;remove ;90;;;;;;
Duration;8;insert ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;51;remove ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;6;tryFind ;92;;;;;;
Duration;8;insert ;93;;;;;;
Duration;8;insert ;94;;;;;;
Duration;8;insert ;95;;;;;;
Duration;8;insert ;96;;;;;;
Duration;26;remove ;95;;;;;;
Duration;56;remove ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;8;insert ;95;;;;;;
Duration;40;remove ;94;;;;;;
Duration;13;remove ;93;;;;;;
Duration;21;remove ;92;;;;;;
Duration;9;insert ;93;;;;;;
Duration;8;insert ;94;;;;;;
Duration;8;insert ;95;;;;;;
Duration;6;tryFind ;95;;;;;;
Duration;57;remove ;94;;;;;;
Duration;6;tryFind ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;8;insert ;95;;;;;;
Duration;8;insert ;96;;;;;;
Duration;8;insert ;97;;;;;;
Duration;7;tryFind ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;8;insert ;99;;;;;;
Duration;34;remove ;98;;;;;;
Duration;66;remove ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;7;tryFind ;98;;;;;;
Duration;72;remove ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;16;remove ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;7;tryFind ;98;;;;;;
Duration;8;insert ;99;;;;;;
Duration;46;remove ;98;;;;;;
Duration;55;remove ;97;;;;;;
Duration;10;remove ;96;;;;;;
Duration;6;tryFind ;96;;;;;;
Duration;10;insert ;97;;;;;;
Duration;41;remove ;96;;;;;;
Duration;9;insert ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;8;insert ;99;;;;;;
Duration;8;insert ;100;;;;;;
Duration;72;remove ;99;;;;;;
Duration;7;tryFind ;99;;;;;;
Duration;9;insert ;100;;;;;;
Duration;7;tryFind ;100;;;;;;
Duration;6;tryFind ;100;;;;;;
Duration;7;tryFind ;100;;;;;;
Duration;64;remove ;99;;;;;;
Duration;34;remove ;98;;;;;;
Duration;7;tryFind ;98;;;;;;
Duration;6;tryFind ;98;;;;;;
Duration;7;tryFind ;98;;;;;;
Duration;58;remove ;97;;;;;;
Duration;7;tryFind ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;7;tryFind ;98;;;;;;
Duration;27;remove ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;8;insert ;99;;;;;;
Duration;22;remove ;98;;;;;;
Duration;8;tryFind ;98;;;;;;
Duration;57;remove ;97;;;;;;
Duration;9;insert ;98;;;;;;
Duration;58;remove ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;62;remove ;97;;;;;;
Duration;24;remove ;96;;;;;;
Duration;41;remove ;95;;;;;;
Duration;35;remove ;94;;;;;;
Duration;9;insert ;95;;;;;;
Duration;8;tryFind ;95;;;;;;
Duration;14;remove ;94;;;;;;
Duration;9;insert ;95;;;;;;
Duration;14;remove ;94;;;;;;
Duration;8;insert ;95;;;;;;
Duration;7;tryFind ;95;;;;;;
Duration;8;insert ;96;;;;;;
Duration;8;insert ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;8;insert ;99;;;;;;
Duration;8;insert ;100;;;;;;
Duration;8;insert ;101;;;;;;
Duration;24;remove ;100;;;;;;
Duration;58;remove ;99;;;;;;
Duration;19;remove ;98;;;;;;
Duration;68;remove ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;8;insert ;99;;;;;;
Duration;10;remove ;98;;;;;;
Duration;8;insert ;99;;;;;;
Duration;8;insert ;100;;;;;;
Duration;9;insert ;101;;;;;;
Duration;8;insert ;102;;;;;;
Duration;8;insert ;103;;;;;;
Duration;8;insert ;104;;;;;;
Duration;57;remove ;103;;;;;;
Duration;67;remove ;102;;;;;;
Duration;9;insert ;103;;;;;;
Duration;6;tryFind ;103;;;;;;
Duration;47;remove ;102;;;;;;
Duration;10;insert ;103;;;;;;
Duration;53;remove ;102;;;;;;
Duration;45;remove ;101;;;;;;
Duration;8;insert ;102;;;;;;
Duration;37;remove ;101;;;;;;
Duration;22;remove ;100;;;;;;
Duration;70;remove ;99;;;;;;
Duration;8;insert ;100;;;;;;
Duration;8;insert ;101;;;;;;
Duration;31;remove ;100;;;;;;
Duration;71;remove ;99;;;;;;
Duration;10;insert ;100;;;;;;
Duration;61;remove ;99;;;;;;
Duration;11;insert ;100;;;;;;
Duration;8;insert ;101;;;;;;
Duration;28;remove ;100;;;;;;
Duration;8;insert ;101;;;;;;
Duration;69;remove ;100;;;;;;
Duration;8;insert ;101;;;;;;
Duration;64;remove ;100;;;;;;
Duration;31;remove ;99;;;;;;
Duration;33;remove ;98;;;;;;
Duration;32;remove ;97;;;;;;
Duration;7;tryFind ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;8;insert ;99;;;;;;
Duration;71;remove ;98;;;;;;
Duration;46;remove ;97;;;;;;
Duration;52;remove ;96;;;;;;
Duration;8;insert ;97;;;;;;
Duration;7;tryFind ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;36;remove ;97;;;;;;
Duration;22;remove ;96;;;;;;
Duration;53;remove ;95;;;;;;
Duration;7;tryFind ;95;;;;;;
Duration;9;insert ;96;;;;;;
Duration;35;remove ;95;;;;;;
Duration;8;insert ;96;;;;;;
Duration;8;insert ;97;;;;;;
Duration;7;tryFind ;97;;;;;;
Duration;50;remove ;96;;;;;;
Duration;10;insert ;97;;;;;;
Duration;60;remove ;96;;;;;;
Duration;16;remove ;95;;;;;;
Duration;21;remove ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;6;tryFind ;94;;;;;;
Duration;10;tryFind ;94;;;;;;
Duration;8;tryFind ;94;;;;;;
Duration;9;insert ;95;;;;;;
Duration;8;insert ;96;;;;;;
Duration;10;insert ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;8;insert ;99;;;;;;
Duration;7;tryFind ;99;;;;;;
Duration;8;insert ;100;;;;;;
Duration;8;insert ;101;;;;;;
Duration;44;remove ;100;;;;;;
Duration;8;insert ;101;;;;;;
Duration;28;remove ;100;;;;;;
Duration;24;remove ;99;;;;;;
Duration;7;tryFind ;99;;;;;;
Duration;21;remove ;98;;;;;;
Duration;9;insert ;99;;;;;;
Duration;35;remove ;98;;;;;;
Duration;8;insert ;99;;;;;;
Duration;7;tryFind ;99;;;;;;
Duration;15;remove ;98;;;;;;
Duration;6;tryFind ;98;;;;;;
Duration;49;remove ;97;;;;;;
Duration;49;remove ;96;;;;;;
Duration;50;remove ;95;;;;;;
Duration;21;remove ;94;;;;;;
Duration;30;remove ;93;;;;;;
Duration;6;tryFind ;93;;;;;;
Duration;33;remove ;92;;;;;;
Duration;6;tryFind ;92;;;;;;
Duration;36;remove ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;8;insert ;93;;;;;;
Duration;7;tryFind ;93;;;;;;
Duration;57;remove ;92;;;;;;
Duration;8;insert ;93;;;;;;
Duration;17;remove ;92;;;;;;
Duration;7;tryFind ;92;;;;;;
Duration;14;remove ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;38;remove ;91;;;;;;
Duration;52;remove ;90;;;;;;
Duration;60;remove ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;6;tryFind ;90;;;;;;
Duration;62;remove ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;7;tryFind ;90;;;;;;
Duration;8;insert ;91;;;;;;
Duration;36;remove ;90;;;;;;
Duration;63;remove ;89;;;;;;
Duration;10;remove ;88;;;;;;
Duration;21;remove ;87;;;;;;
Duration;24;remove ;86;;;;;;
Duration;38;remove ;85;;;;;;
Duration;9;insert ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;7;tryFind ;87;;;;;;
Duration;8;insert ;88;;;;;;
Duration;23;remove ;87;;;;;;
Duration;48;remove ;86;;;;;;
Duration;7;tryFind ;86;;;;;;
Duration;38;remove ;85;;;;;;
Duration;8;insert ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;8;insert ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;8;insert ;91;;;;;;
Duration;12;remove ;90;;;;;;
Duration;41;remove ;89;;;;;;
Duration;14;remove ;88;;;;;;
Duration;10;insert ;89;;;;;;
Duration;12;remove ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;49;remove ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;50;remove ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;11;remove ;89;;;;;;
Duration;48;remove ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;31;remove ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;27;remove ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;55;remove ;89;;;;;;
Duration;46;remove ;88;;;;;;
Duration;54;remove ;87;;;;;;
Duration;44;remove ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;8;tryFind ;87;;;;;;
Duration;44;remove ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;20;remove ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;8;insert ;88;;;;;;
Duration;6;tryFind ;88;;;;;;
Duration;43;remove ;87;;;;;;
Duration;33;remove ;86;;;;;;
Duration;6;tryFind ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;34;remove ;86;;;;;;
Duration;7;tryFind ;86;;;;;;
Duration;7;tryFind ;86;;;;;;
Duration;9;insert ;87;;;;;;
Duration;7;tryFind ;87;;;;;;
Duration;17;remove ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;7;tryFind ;87;;;;;;
Duration;6;tryFind ;87;;;;;;
Duration;8;tryFind ;87;;;;;;
Duration;8;insert ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;58;remove ;88;;;;;;
Duration;9;insert ;89;;;;;;
Duration;10;insert ;90;;;;;;
Duration;8;insert ;91;;;;;;
Duration;7;tryFind ;91;;;;;;
Duration;11;remove ;90;;;;;;
Duration;56;remove ;89;;;;;;
Duration;20;remove ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;7;tryFind ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;60;remove ;89;;;;;;
Duration;7;tryFind ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;64;remove ;89;;;;;;
Duration;48;remove ;88;;;;;;
Duration;51;remove ;87;;;;;;
Duration;7;tryFind ;87;;;;;;
Duration;49;remove ;86;;;;;;
Duration;32;remove ;85;;;;;;
Duration;10;remove ;84;;;;;;
Duration;51;remove ;83;;;;;;
Duration;20;remove ;82;;;;;;
Duration;8;insert ;83;;;;;;
Duration;8;insert ;84;;;;;;
Duration;39;remove ;83;;;;;;
Duration;6;tryFind ;83;;;;;;
Duration;9;insert ;84;;;;;;
Duration;20;remove ;83;;;;;;
Duration;21;remove ;82;;;;;;
Duration;20;remove ;81;;;;;;
Duration;7;tryFind ;81;;;;;;
Duration;37;remove ;80;;;;;;
Duration;56;remove ;79;;;;;;
Duration;7;tryFind ;79;;;;;;
Duration;49;remove ;78;;;;;;
Duration;19;remove ;77;;;;;;
Duration;55;remove ;76;;;;;;
Duration;8;insert ;77;;;;;;
Duration;47;remove ;76;;;;;;
Duration;9;insert ;77;;;;;;
Duration;24;remove ;76;;;;;;
Duration;6;tryFind ;76;;;;;;
Duration;8;insert ;77;;;;;;
Duration;8;insert ;78;;;;;;
Duration;6;tryFind ;78;;;;;;
Duration;8;insert ;79;;;;;;
Duration;7;tryFind ;79;;;;;;
